Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyqEPEtBvcW4UP2Fsl4AaABAg,,@muhammedass8278,,Çok mutluyum ya iyiki varsınız❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyQZN6E4F1aDUa8OH94AaABAg,,@nursukuyubasii,,en komik bölümler arasına girer,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgykAdWCZ-P7qCaOKnd4AaABAg,,@tuğbacoşkun-p6m,,Ömer  Faruk çavuşlada açık mutfak videosu gelsin 🙏,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwuUhOaldFoKFIr9PV4AaABAg,,@mineK.,,Cemile'nin eline sağlık😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgywY2bJk1mcjOtgFUt4AaABAg,,@osmanokur8983,,Bence bi Arif Cenan ikilisi gelmeli Emreeeee duy sesimiziiiii ❤❤❤,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzOtSXIehdPoUhctXp4AaABAg,,@Роза-э3х5п,,"Супер, çok guzel hareketler olurmu? Yoksa bittimi???? Abiiiiii",0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugyi3IyEYkAKpeS00nV4AaABAg,,@Evinc23,,Arif Cenan ömer hepsi gelsin lütfennnn❤❤,2,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwToZL9bLb1Eunx9cB4AaABAg,,@NarminHasanzade003,,"Hiç bir işimin yolunda gitmediği dönemdeyim. Atakan abinin konuk olmasını çok istemiştim, olmuş, teşekkürler kanal sahibi❤🎉",0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwfmuAvOy7Z_s4w8T94AaABAg,,@nuriyeozkan8255,,Asırı eğlencelisiniz 🎉❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwcR2sYqKDKUlvwP4F4AaABAg,,@AykızMasal,,Cemile ve Atakan kanala güzel bir hava katmış,1,13 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugwb_hyHBZN3d5mtALB4AaABAg,,@aysenur1862,,Hayırlıı olsun inciii. Uzak bi okul mu. Artık videolarda yok demek ha starimci🥲,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwSBVlL5oHCiRxIvwt4AaABAg,,@Beyzayımişte,,Nasılda tak diye burdayız,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxW94WEFRGObnMFp1J4AaABAg,,@ElifCotkar,,Emre abi yumurtalı çiğköfte yaparmısınız,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxRPCQQvq-LwBE8nUV4AaABAg,,@AvcilinBigudisi,,İNCİ NEREDEEEEEEEEEEE😏😏😏😏😏,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwlUSZ5Bt1S8sTogi94AaABAg,,@minerva_bws,,3:17 Bir Kırıkkaleli olarak tabiki her kış sürekli arabaşı yutarız. 😅🫶🏻,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw1myrpQk_y1HBZ5Kd4AaABAg,,@Vvveee-y1g,,27:59 Emre abinin bu gülüşü çok tatlışş ❤,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwYx0_wWwOg5vhPFst4AaABAg,,@FatmaKaya-g3o,,Abi seviliyosunn❤,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx83sVLwNjHmA8N_pV4AaABAg,,@RUMEYSANURGURBUZ-xt7ng,,Bir Gonyalı olarak en sevdiğim çorbalardandır. O dede hamur sevir sadece öyle içilmez o çorba ya 😂,0,13 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzdaY1TdRsqsRiGOpx4AaABAg,,@sarea18w,,Arifide bekliyozz,1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwN36WI8Ptvjer2Z8N4AaABAg,,@kaanbilgili0106,,Bizi bosladin dostum bak böyle olmuyor ve ailenin tam olması için starı da istiyor buralar 🎉,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugwzi-02xdbgE2mwzcl4AaABAg,,@user-ee6zo3pp7o,,27:36 ay koptum ya aşırı komik,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyhoBlKdJAbvpgIBO14AaABAg,,@Mehmetyıkılmaz-d6m,,Abi mük olmuş bir yozgatlı olarak mük yapmışsınız,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugygq_JfWwSkFCJRLR54AaABAg,,@FatmaZehra-s9m,,"Abi biz Yozgatlıyız, dedem şey anlatırdı,eskiden köy odalarında erkekler akşam otururken acıktıklarında ellerindeki malzemelerle  bu çorbayı yaprlarmış o şekilde başladığını söylerdi.",1,12 gün önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy0j0xGuq4As710iVd4AaABAg,,@esimira8083,,canlar 😍😍😍😍😍,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxpBhxJIfNeNf923sJ4AaABAg,,@zehraa180,,12:35 aynen abi çok hijyenli değil eldiveni giydikten sonra kafanı kaşıdın (6:50) djdjdmdödödö,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwKPVu60zHKjg90am54AaABAg,,@Elif___352.9,,"""Yağ yakım şeyim bozulur."" Bu sıralar biz😂😂",0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugwm7TUSzth_kqN4RbV4AaABAg,,@osmankrc,,Güzel hoş video. Ama lütfen keşfedilmiş olan yaka mikrofonunu kullanırsanız daha harika olur.,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz9xr-o9VwkwOaJJJN4AaABAg,,@ladjwkxh,,29:35 cidden herkes hazır su demiyo muydu yani,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz0SHH3-TBRLeFxbhl4AaABAg,,@yagmurozcan7698,,İçme suyu değil Eskişehirliler bilir o kalabak sudur❤😂,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyjhRKIYH_UHNzb1XB4AaABAg,,@merimmsn,,Benimde tikim var ve o kısmı izlerken cemile ablayla beraber hareket ettiğimizi fark ettim ben burdan huylandım,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugxt2sS0g5nlXaXtw8V4AaABAg,,@zeynep5619,,0:36 abi bilerek mi geçen hafta diliyorsun Yaa bir yıl geçti sanki video atmayalı lütfen her hafta yeni bölüm gelsinnn❤😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzHSTTxNp1UHeFnI3p4AaABAg,,@ezgibugday8656,,Kıza yemeği yaptırıp arkada goygoy yaptılar tüm bölüm 😅😅,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxT4VgeyH5RY_ZJfUh4AaABAg,,@minapekiyidir2721,,Cok guzel bi bölüm olucakkk,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxrGlgE5aziQJUSex14AaABAg,,@YagmurQuluyeva-h4e,,15:55 bildircın güzel abi ya yumurtasida etide,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxnZNZsiwHgKRCa1Dx4AaABAg,,@lisaManobalfan-e9n,,Yörür görmez koştumm #Atakan&Cemile,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz0FM2MgMBISIRX3V94AaABAg,,@blinksinyour,,Sonundaaaaaa yaaa,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyrOIunbwdfQLkyuLp4AaABAg,,@cactus594,,Cemile abla çok tatlı yaa ❤❤❤❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgygOzFSySvIk4kWYPx4AaABAg,,@guluzkaya,,çok  tatlısınız ❤,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxgHVinZ9FEbiguu2l4AaABAg,,@Turk-l5q,,Ben arabım ama sadece Türk bilmiyorum  😊,1,5 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy-STh5PmSCGTfpi7N4AaABAg,,@seymaa3555,,Off çok severim her kış içeriz konyalıyız,0,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzmZfXQ-Ym2u0Pwqvp4AaABAg,,@Eminewps,,abi ya çok iyi oldu uzun aradan sonra da çgh ne zaman yayınlanacakk ✨🤍,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxMTFVJtOPH61dhlFJ4AaABAg,,@BermalYardımcı,,Hayırlı olsun inciiii❤❤❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw_oPCpQt7lDd4fOwp4AaABAg,,@DogukanCicek-qd4mm,,Abi çok güzel hareketler yeni bölümü ne zaman yayınlanacak,1,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxsiZFYxVFHY_p_rg14AaABAg,,@masallll_1-l,,Star İnci 💔💔💔,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwLNDKBqltdvnO532B4AaABAg,,@mervesalih203,,Cemilenin annesi cok tatlii :),0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxuBl-GemnIq_lG6lN4AaABAg,,@NeruNillys-1k,,EN SEVDİGİM 3'LÜ BİR ARADAA,0,11 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxKUeP2R6gKjoQVAw14AaABAg,,@slm952,,Adanaliyim ve makarnanın da tadı bir başka bee,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx9F0P3VCYDIneEQi54AaABAg,,@tuana-i7x,,Emrecim hadi yine iyisin erinmiycem 500 bin olana kadar abone olup olup çıkıcam bir sürü abone kazanmış gibi olcaksın ama hepsi benim 😉😉😉😉😉,1,2 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxWWRU61s69NzfU9-J4AaABAg,,@SelenSarıkaya-s1e,,23:47 Abi ben gitmek çok istiyordum anlatamam benim ennnn ama ennnnn sevdiğim ünlü sizsiniz (Sen Cenan ve Arif abi) ben çgh2 canlı yayınınızdan beri belli bir gün olur diye bekliyordum sonra bunu öğrendim çooooooook mutlu oldum heyecanla bilgilere girdim bir baktım ki +16 yada +18 yaşım tutmuyorrr offff yaa gelemiyorum abi bari uzun halini yayınlasınız çünkü ben çoook istiyorum lütfennn sizi çok seviyorumm❤❤❤❤❤,1,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxU5irkWS5bqtNeRF14AaABAg,,@nisanur-c3x,,Yerine içmeye Karaman’a bekleriz.,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz-5YIWSPZyjeZe3SV4AaABAg,,@MaviMavili-f6x,,Yozgatlıları karşına alma😂arabaşı yaptığınız ve yozgatımıız andığınız için teşekkür ederiz bütün yozgatlılar olarak (14 kişi) 😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzx3pB1Y_lcbSpziNZ4AaABAg,,@NərminMahmudov-f3s,,Yine annesnini aradı Annesi yine rüya görmüş😂😂,0,8 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzn8n2QlX9IIDx2C4Z4AaABAg,,@hesapkapalı-j6n,,İşte bu be işte bu  işye  iye iye,0,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw_PtblCr3dh-bQXTp4AaABAg,,@SengülBayramoğlu-x8t2s,,Bir sonraki bölüm yine Emre abi gelsin yakıştı ekrana 😂😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxFErNPHDceGaBvPdl4AaABAg,,@elif.a9,,"Abi iki mikrofon çöz ya böyle ses uzaktan uzaktan geliyo, yine çok güzel video elinize sağğğğğlık",0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgydbPStncmvENofw8p4AaABAg,,@Hale-p5y2m,,Lütfen abi ekip arkadaşlarına söyle 16 Haziran da bana mikrafon verin. Size kalp yapacağım anlarsınız o zaman❤😊,1,11 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzos4tcNAMUWYk-qUR4AaABAg,,@nildir-n4p,,su sarkiyi beraber söyleyip paylasmaniz gereken konular var basa alip orayi dinliyorum ciddi,0,12 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyFTJs2dLQM6f4ref54AaABAg,,@BoşyapmayaGeldik-t2t,,cemileyi çalıstırmaya gelip sohbet eden koca yürekli emre ve atakan😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz0CL1VJgV6aGz2Fz14AaABAg,,@TürkanBabayeva-l4p,,Çok güzel hareketler nıye yayınlanmıyor😢? Ben tek sızle guluyordum,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz3DcwEcux1QLLhwHt4AaABAg,,@Rabiafelixfani,,2:27 Atakan abinin gülüşü cgh skeç leri de bile aynı 😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwYvX_68qfCN5-pBYR4AaABAg,,@Yeşil.01,,Emre bu ateş yakma hikayesini daha önce anlatmıştın ve böyle değildi sanki ya xjlcjxksjsks,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzRjfrv0yLA93jmQBh4AaABAg,,@h1lal7,,18:52 yeni YouTube kanalımız hayırlı olsunnn,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugywyo_lJtPXttHxp554AaABAg,,@sezaazes1557,,Yakışıklı tavuk didiciler 😂😂😂,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxED6ufTk7HtC5UaNZ4AaABAg,,@SaraMermertaş,,Evliya ve yeşimle tekrar yeni bölüm 🤲🏿🤲🏿🤲🏿🤲🏿🤲🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿,0,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy2xqKhc2bjhKBF1b14AaABAg,,@SPORCUAilesi,,Tebrikler inciiii🎉,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyOqoTXBxKkL4HhjKt4AaABAg,,@RemziyeNisaYıldız,,abicim atakan cemile  aranan yüzmüş cok iyii gang aslan güzel seçim,0,3 hafta önce (düzenlendi),Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyK7D594kW2GZdln1t4AaABAg,,@Aylinİbrahimova-b8z,,Genelde orda star inci olurdu,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy9RroqcJHpqtCbpDZ4AaABAg,,@Zeynep-rb5tm,,Arka tarafı görmemiz içinde birvkamera koyunnn,0,11 gün önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyfNz2n-6u838kJRTd4AaABAg,,@karelikedi,,34:03 o bir manifem🎀🎀🎀,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugz1CVO69PcHZaZDXiV4AaABAg,,@Beyzayımişte,,Hadiii,2,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwBXDUEKzrCmzIqiIV4AaABAg,,@aishamustafayeva,,Cemile möhtəşəmdi❤,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxKblm46sJDes7RF9F4AaABAg,,@eisik2,,O sirada hazir su diyenler tarafindan 'satin su' dedigim icin zorbalanan ben.. atakan abi duymasin shshshs,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzR88C_wJ9270Yb04h4AaABAg,,@incimugehazneci,,Bende 28 im evlenemedimm😂😂😂😢 dalgamsı üzüntümsü duygular ortaya karışııııık,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxFNMFLJ0MT-MKADZJ4AaABAg,,@AyşeÜnal-w2v,,❤,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwxawgIwj5rVi1oPsJ4AaABAg,,@ELİFAKDAĞ-r8t,,Açııık Mutfaaaaakkkkkk,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxAcRDXI_WLQ-8tSJl4AaABAg,,@zehraaa3152,,29:37 hazır su tabiiii,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy0uhXchocQQ9p9csh4AaABAg,,@zoz8667,,Mideye giden arabaşı taklidi HAHSJAJSJSJBSHSJSBSGHQHAHAHHAHA,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugzvsl2cVVkd2-tzY8t4AaABAg,,@HuzursuzMandalin,,Abi Ömer abi de gelsiiinn,2,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzfYt51s9ARqdPOWKZ4AaABAg,,@VictorOsimhennnn,,hadi bakalım nerdeeeee,1,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzRiTHiCT8iPGXP7Fl4AaABAg,,@elifuygur1201,,Bu kanala sonunda emre den daha yakışıklı ve komik bir konuk geldi (cemile) ❤,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyrvhaTfgTDSBlbQLV4AaABAg,,@elanur1314,,Yeni bölüm istiyoruz,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw6Dqed5u55gjI3nSR4AaABAg,,@kar_tanesi_m,,5:09 abi yapma inanıyorum🥹,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgzpB-8BjlGvz4JwsU94AaABAg,,@madeinhell3066,,emreninde ataksn ve cemilenin kanalına konuk bekliyoruzz😅,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgypQiCtt-RBdKwQ5Y54AaABAg,,@amirhosein716,,Hoş geldiler,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgyZUCKkBQGLBn6P2ut4AaABAg,,@nazlierek-g2q,,29:56 bizdedir çok hazır su denir,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugxc6xYE9dYGBBERRKZ4AaABAg,,@Carlistonn,,42:54 yalnız değilsin bende elden ele bıcak makas almam jdjd alırsam tükürürüm shshshsjsjs,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgxBTw4CA0g4MrWuqVB4AaABAg,,@Avestaaaaaaa,,"Abi seni çok seviyorum 🩷🎀⭐️🫶🏻🌟🎧😝
Atakan abiyide seviyorum 🩷🎀⭐️🫶🏻🫡🌟🎧
Cemile ablayıda seviyorum 🎀🩷⭐️🫶🏻🌟🎧",1,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugy2NDCiT_lTSInTPaF4AaABAg,,@Canımssinn,,Çok iyi ya,0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugw-W8luH8n1DOlioj14AaABAg,,@hdnurunal,,"Proğramı ilk defa izledim, bir Yozgat'lı olarak arabayı için 😌",0,2 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwEnv1Z8pEyRKhU0NV4AaABAg,,@denizh2794,,İlk defa hype diye bir şey yaptım bir haftada üç kere yapılıyormuş sonsuza kadar basabileceğimi düşünüyordum. Neyse üç tane helali hoş olsun,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,Ugx83BimQlOYO_Iisdd4AaABAg,,@masallll_1-l,,1:51 ATAKAN ÇELİK ✨✨,0,3 hafta önce,Hayır
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,https://www.youtube.com/watch?v=VAO5geOPUwI,UgwPSQTi2z0-fq7zxCR4AaABAg,,@stit_ch27,,STAR İNCİ YOKKKKKKKK😭,1,3 hafta önce,Hayır
